問卷編號,"性別(男:0, 女:1)",出生年,年齡,CIAS_1,CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
12754,0,87,12,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12755,1,89,10,4,2,4,3,2,2,4,2,2,2,2,1,2,1,1,3,1,2,1,2,1,2,2,2,1,1
12756,0,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12757,1,88,11,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12758,0,87,12,3,4,1,4,4,1,1,1,1,1,3,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1
12759,0,89,10,1,4,1,4,4,4,1,1,1,4,1,1,4,4,1,4,1,2,2,4,1,2,1,2,1,1
12760,0,88,11,4,2,1,1,2,2,4,1,1,1,2,2,1,1,2,1,1,1,1,1,4,2,1,1,1,1
12761,0,89,10,1,4,4,1,4,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4
12762,1,89,10,1,4,1,4,4,3,3,1,3,4,4,1,1,4,1,4,1,2,4,4,2,2,3,4,4,1
12763,1,89,10,2,2,1,3,3,3,3,1,2,3,2,3,2,2,3,2,1,3,2,3,4,1,2,2,1,1
12764,1,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12765,0,88,11,1,2,4,1,3,4,1,1,2,4,4,1,2,1,2,2,2,1,3,4,1,2,1,2,3,1
12766,0,89,10,1,2,3,4,2,1,2,1,1,2,2,4,2,1,3,1,2,3,1,2,1,1,2,1,1,2
12767,0,89,10,3,2,2,4,4,4,3,2,4,3,4,4,4,3,1,1,2,,3,4,4,4,3,2,4,3
12768,1,89,10,1,1,2,1,2,2,4,1,1,2,1,2,2,1,2,1,1,1,1,2,3,1,1,1,1,1
12769,0,89,10,1,2,4,1,4,4,2,1,4,4,4,1,4,2,4,4,1,1,4,4,4,4,1,3,4,1
12770,0,89,10,4,4,4,4,4,4,4,1,1,4,4,4,4,4,2,2,1,2,1,1,4,1,1,1,1,1
12771,0,89,10,1,4,4,1,4,4,1,1,3,1,1,1,1,4,1,1,1,4,4,1,1,1,1,4,1,1
12772,0,88,11,3,4,1,3,2,1,4,2,1,4,1,4,1,1,4,2,3,2,1,3,2,2,2,1,1,3
12773,0,88,11,3,1,2,4,4,4,3,1,4,1,4,4,1,4,1,4,1,4,4,1,4,4,4,1,1,1
12774,0,89,10,1,4,1,4,3,4,1,1,4,4,4,4,4,4,1,4,4,4,4,1,1,4,4,4,4,1
12775,0,89,10,2,2,3,2,3,4,3,1,2,2,3,2,2,1,2,2,3,3,2,2,2,2,2,3,1,1
12776,1,89,10,1,2,2,3,3,3,2,1,2,4,4,1,2,2,3,2,4,3,2,3,,2,2,,,3
12777,0,88,11,1,1,1,1,1,1,3,1,3,1,1,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1
12778,0,88,11,1,4,3,1,4,4,2,2,4,4,4,1,1,1,1,4,2,1,4,4,1,3,1,1,1,1
12779,1,89,10,1,2,1,2,1,3,4,1,1,1,1,1,1,1,4,1,1,2,2,1,4,2,1,1,1,1
12780,0,88,11,3,2,2,2,2,3,3,1,4,1,2,1,2,4,3,1,1,1,1,1,4,1,2,1,1,1
12781,0,89,10,3,1,2,2,2,3,3,2,1,2,3,2,1,3,4,1,1,2,2,1,4,1,2,1,2,3
12782,0,89,10,2,2,2,2,3,2,2,1,1,2,1,2,2,1,2,1,2,2,,2,1,2,1,2,1,1
12783,0,88,11,2,2,2,1,1,2,3,1,2,2,2,2,2,,,2,3,1,1,2,4,3,1,1,1,1
12784,1,89,10,2,4,2,1,2,3,2,1,2,4,2,1,1,1,3,2,1,1,2,4,2,3,1,2,1,2
12785,1,88,11,3,2,3,3,3,4,2,1,1,2,3,1,2,2,3,4,3,3,1,4,4,2,1,2,3,2
12786,1,89,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12787,1,89,10,3,2,3,2,2,2,3,1,3,1,3,1,1,1,3,4,3,3,3,2,3,,4,3,2,1
12788,1,89,10,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1
12789,0,88,11,2,,3,2,2,4,4,2,2,2,2,3,1,1,3,2,,3,1,2,2,4,,2,1,1
12790,1,89,10,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12791,1,89,10,4,3,2,3,4,4,2,1,4,3,4,1,3,3,4,,3,4,4,4,4,3,1,1,1,1
12792,0,89,10,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,3,3,3,3,2,3,3,2,2,3,2
12793,0,89,10,3,2,1,1,2,3,2,4,1,1,3,3,1,1,3,1,2,3,3,2,4,3,2,1,1,1
12794,1,89,10,1,2,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,1,1,1,1
12795,1,89,10,2,1,4,4,1,4,4,1,2,4,4,1,1,1,1,1,1,,2,2,1,4,1,1,1,4
12796,0,89,10,2,1,3,1,3,1,1,1,4,1,1,3,1,1,3,4,1,1,1,1,2,3,,1,1,1
12799,1,88,11,3,2,1,2,4,2,3,1,3,2,1,2,1,1,2,2,1,1,2,1,,3,2,2,2,1
12800,1,89,10,2,2,1,2,4,1,3,1,2,3,4,2,4,1,4,1,1,1,1,2,4,4,4,4,1,1
12801,0,89,10,1,3,2,2,1,2,3,2,,,2,3,3,2,3,3,1,1,2,1,2,2,2,1,1,1
12802,0,89,10,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12803,0,88,11,3,2,3,2,1,4,3,1,2,2,4,2,2,2,1,2,1,1,1,1,2,4,1,1,1,1
12804,0,88,11,2,1,1,1,1,1,2,1,2,,2,1,3,1,4,1,1,1,1,2,4,2,1,1,1,1
12805,0,89,10,2,2,2,2,2,3,2,1,1,2,2,2,2,2,3,2,2,1,2,1,3,3,2,2,2,1
12806,0,89,10,1,2,2,4,4,1,4,1,4,1,1,1,3,1,1,1,2,2,1,2,2,1,2,2,1,3
12806,0,87,12,3,2,2,4,3,3,2,1,2,3,1,3,2,3,3,2,3,2,3,2,4,2,1,2,3,
12807,1,88,11,1,1,1,4,4,2,1,1,1,3,1,1,1,1,1,3,1,1,3,2,1,1,1,1,1,1
12808,1,88,11,3,1,2,2,2,2,1,1,3,3,4,3,2,3,1,3,4,1,3,2,3,3,3,3,3,4
12809,1,88,11,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,3,,2,2,1,1,1,1,1,1
12810,1,88,11,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
12811,1,88,11,3,2,2,3,2,3,2,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
12812,1,88,11,4,3,4,2,4,4,4,2,2,4,4,2,2,2,2,4,2,2,4,4,2,4,2,2,2,2
12813,1,88,11,3,2,2,2,3,2,2,1,2,2,2,1,2,1,2,1,1,1,1,1,3,3,1,1,1,1
12814,0,88,11,1,3,4,2,3,3,4,3,4,4,2,4,3,4,1,2,2,,3,4,2,4,2,2,3,3
12815,0,88,11,1,2,3,2,3,2,2,1,3,1,1,2,4,2,3,2,1,1,1,1,2,1,1,1,1,1
12816,0,88,11,1,3,1,,3,3,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1
12817,1,87,12,1,2,3,2,2,4,1,1,2,4,1,3,2,1,1,3,4,3,1,1,4,2,2,1,4,3
12818,1,88,11,3,4,3,4,3,4,4,2,3,1,2,3,4,2,3,3,4,3,1,2,2,1,1,2,3,1
12819,1,88,11,3,4,3,4,3,4,4,2,3,1,2,3,2,3,1,4,4,3,1,2,2,1,1,2,3,4
12820,1,88,11,1,3,3,1,3,3,1,1,3,3,3,1,1,1,1,1,1,1,3,,1,3,1,3,4,4
12821,1,88,11,4,4,2,1,4,4,4,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1
12822,1,88,11,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12823,1,88,11,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,1,1,1
12824,0,87,12,4,2,3,1,1,3,2,1,2,2,2,1,1,3,2,2,3,1,2,1,2,3,1,1,1,1
12825,0,88,11,4,4,4,3,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,3,3,4,4,4,2,4
12826,0,88,11,3,4,4,3,4,,4,,1,4,1,,1,1,3,4,1,4,2,1,1,4,1,3,1,1
12827,0,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
12828,0,88,11,2,3,2,3,3,2,3,1,2,2,2,3,3,1,3,2,2,2,1,1,3,2,1,2,1,1
12829,0,88,11,2,3,3,3,2,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2
12830,0,86,13,3,2,3,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2
12831,0,87,12,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1
12832,0,86,13,3,2,2,2,1,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2
12833,1,87,12,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,,,3,4,2,4,3,3,3,4,4
12834,1,87,12,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,1
12835,0,87,12,4,3,3,2,3,3,3,3,2,3,2,2,3,3,1,3,3,3,3,3,3,3,2,2,3,3
12836,1,87,12,3,2,2,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
12837,1,86,13,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
12838,1,86,13,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1
12839,1,87,12,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12840,1,87,12,1,2,2,2,1,1,2,1,1,3,2,1,1,1,,1,1,1,1,2,1,2,1,1,2,1
12841,0,89,10,4,1,4,1,4,4,1,1,4,1,1,4,4,1,2,1,1,4,4,1,1,4,4,1,1,1
12842,1,89,10,4,4,4,4,3,4,1,1,4,4,1,1,4,1,4,4,1,1,4,4,4,4,1,4,1,1
12843,0,89,10,3,3,3,3,1,3,2,1,2,3,1,3,3,2,3,2,1,1,3,1,4,1,1,2,1,1
12844,0,89,10,3,2,2,2,2,3,3,2,2,1,2,3,2,1,3,2,2,2,2,2,3,2,2,2,2,2
12845,0,88,11,3,3,4,4,2,3,3,2,2,3,2,3,4,3,,2,4,4,2,1,4,3,3,2,3,4
12846,1,89,10,2,3,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12847,0,88,11,2,3,2,2,3,3,4,1,3,2,2,2,2,3,3,3,2,3,2,4,2,3,2,2,2,2
12848,0,89,10,3,1,4,1,3,2,3,3,4,1,3,1,1,2,1,4,1,1,1,2,1,1,4,3,1,1
12849,0,89,10,1,1,1,1,1,3,3,2,3,1,1,3,3,2,2,1,3,3,2,2,3,3,1,1,1,1
12850,0,88,11,1,1,3,1,4,4,4,1,1,4,1,1,1,3,1,4,1,1,3,3,1,2,1,1,1,1
12851,0,89,10,3,3,2,2,3,3,4,1,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,2
12852,0,88,11,1,4,1,4,4,4,4,1,1,4,4,1,4,1,1,4,1,1,4,1,,4,1,4,4,1
12853,1,89,10,3,4,2,2,4,2,3,2,3,2,2,3,2,1,1,1,1,1,1,1,2,2,3,1,3,3
12854,1,88,11,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,4,2,1,1,1,1
12855,1,88,11,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12856,1,89,10,2,3,1,3,1,2,4,1,1,1,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1,4
12857,1,88,11,3,2,4,2,2,3,2,2,1,2,2,3,2,1,4,2,4,4,3,1,2,3,2,2,4,4
12858,0,89,10,4,2,3,4,3,4,3,2,2,2,3,2,2,1,3,2,2,3,4,4,3,3,1,1,1,2
12859,0,88,11,1,4,1,4,4,4,1,1,4,4,4,1,1,4,1,4,4,4,4,4,1,4,4,4,4,1
12860,0,88,11,3,3,4,3,2,4,3,1,4,4,4,4,2,1,3,2,3,3,4,3,3,3,2,4,3,1
12861,1,88,11,1,1,1,1,1,1,4,1,1,1,2,1,1,1,1,1,1,1,1,2,3,3,1,1,1,2
12862,1,88,11,1,1,2,2,1,2,1,2,1,1,2,2,2,3,2,1,2,2,2,1,4,2,2,1,2,2
12863,1,89,10,3,2,2,4,3,4,1,2,4,1,1,2,3,2,2,4,3,3,3,1,2,2,1,1,3,1
12864,0,88,11,1,2,2,4,2,4,2,1,3,1,1,1,1,4,2,4,2,2,4,4,3,3,3,2,1,2
12865,1,89,10,1,2,1,2,2,3,1,1,1,1,2,1,1,1,1,2,2,2,2,1,3,2,1,1,1,1
12866,0,89,10,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,3,2,1,1,1,1
12867,0,89,10,3,1,2,1,1,2,2,1,2,2,1,2,3,1,3,1,1,2,1,2,2,2,1,1,1,1
12868,1,89,10,1,1,2,3,1,3,3,1,1,2,1,1,1,1,4,1,3,3,1,1,4,1,1,1,1,4
12869,1,89,10,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
12870,0,89,10,3,2,2,3,1,2,3,1,1,3,2,4,2,3,3,1,1,1,1,1,4,1,1,1,1,1
12871,1,88,11,3,4,3,4,3,4,3,1,4,3,2,1,2,1,2,2,1,1,1,3,2,1,1,3,1,1
12872,1,89,10,4,2,3,1,1,2,3,3,1,1,2,1,3,1,4,2,2,2,4,2,4,3,1,1,1,2
12873,0,88,11,4,4,1,1,1,4,1,2,4,1,1,1,1,2,3,1,1,2,1,3,1,4,2,2,1,1
12874,1,87,12,1,3,1,3,3,3,2,1,2,3,2,2,2,3,3,3,2,3,3,4,4,4,2,3,1,2
12875,1,87,12,1,2,3,3,3,3,2,1,2,1,2,2,1,1,3,2,1,2,2,2,3,2,1,2,1,1
12876,0,86,13,2,4,3,2,1,3,4,2,3,2,3,1,4,2,1,3,3,1,1,2,3,4,3,3,2,2
12877,0,87,12,3,3,4,4,3,4,4,3,4,4,3,3,3,2,2,4,3,2,4,3,,2,4,3,2,2
12878,1,86,13,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,3,3,4,3,3,3,3,3,4,4,2
12880,0,86,13,3,3,2,3,2,2,3,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2
12881,1,87,12,2,1,1,2,1,3,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1
12882,1,86,13,1,3,3,3,3,1,1,1,1,1,3,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1
12883,0,86,13,2,3,2,1,4,3,3,1,1,1,2,1,1,1,1,1,1,1,1,2,3,4,1,2,1,1
12884,0,87,12,3,3,4,4,2,2,2,2,2,2,2,2,3,3,3,4,2,2,2,3,3,3,3,2,2,2
12885,0,87,12,1,1,2,4,1,1,2,1,2,,4,1,1,4,,1,2,1,2,2,4,1,3,1,2,1
12886,0,86,13,1,4,2,2,1,3,2,1,1,3,2,2,2,2,2,3,1,1,1,3,3,3,1,1,1,1
12887,1,87,12,4,2,3,1,2,3,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1
12888,1,87,12,1,4,2,4,4,3,1,1,1,4,2,1,1,1,1,4,1,3,1,4,1,1,1,1,1,1
12889,0,87,12,2,2,2,4,2,3,3,3,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2
12890,0,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12891,1,87,12,4,2,4,3,3,4,3,1,2,2,2,2,1,4,3,2,2,4,2,4,2,2,1,2,1,1
12892,1,87,12,1,3,4,4,3,4,4,1,4,3,4,1,,1,1,4,1,3,4,3,3,4,2,,,3
12893,0,88,11,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3
12894,1,86,13,4,4,4,4,4,4,4,4,2,3,4,2,1,4,2,4,4,4,4,4,4,4,1,4,4,4
12895,0,87,12,3,3,2,1,,4,3,1,2,1,1,2,1,1,1,3,2,2,1,1,1,1,1,1,1,1
12896,0,88,11,4,1,2,2,3,2,4,1,2,1,2,2,2,1,1,2,1,1,2,,1,1,3,1,1,1
12897,1,86,13,4,3,4,4,3,3,3,1,2,1,3,1,1,1,1,4,1,1,1,1,2,3,1,3,1,1
12898,0,86,13,1,2,1,3,1,4,3,1,1,1,1,3,2,1,1,1,3,4,1,1,1,2,2,2,3,1
12899,1,87,12,2,3,1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1
12900,0,87,12,4,4,2,2,2,1,2,1,1,2,2,1,3,2,2,1,1,1,1,1,2,1,1,1,1,1
12901,0,88,11,4,1,4,1,1,1,1,1,1,1,1,1,4,1,4,1,4,4,1,1,4,4,1,1,1,4
12902,1,88,11,2,4,4,4,4,4,4,1,3,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1
12903,1,88,11,4,1,,3,3,3,3,1,1,1,4,3,2,1,2,4,2,2,3,2,1,3,2,3,2,2
12904,1,87,12,2,1,2,1,1,3,1,1,3,1,1,1,2,1,1,2,2,2,1,1,3,1,1,1,3,1
12905,0,88,11,2,4,2,4,4,4,1,1,4,4,2,2,1,3,3,4,2,1,2,4,2,2,3,3,2,1
12906,0,88,11,3,3,3,3,4,2,2,4,4,1,3,1,1,1,4,3,1,1,4,1,1,3,4,1,1,1
12907,0,88,11,1,1,2,1,4,1,3,3,1,3,3,3,1,1,2,4,1,2,4,4,1,1,3,3,1,1
12908,0,87,12,2,2,1,3,4,3,2,1,1,4,1,2,1,1,1,3,1,1,1,4,1,1,1,1,1,1
12909,1,88,11,1,3,4,1,,2,3,1,1,1,1,3,1,1,3,3,3,3,1,4,1,3,1,3,,1
12910,0,88,11,2,4,2,3,1,4,2,3,1,3,4,3,2,1,4,1,2,3,4,1,4,3,3,1,3,4
12911,0,88,11,4,1,1,2,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1
12912,0,88,11,3,1,2,2,4,1,1,1,2,1,1,1,2,1,3,1,1,1,1,1,3,1,1,1,1,3
12913,1,88,11,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2
12914,1,88,11,3,4,4,4,4,4,4,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2
12915,0,88,11,2,4,3,4,3,4,4,2,2,3,4,4,4,4,4,4,3,2,4,4,3,4,3,4,2,3
12916,0,88,11,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2
12917,0,88,11,3,2,3,3,2,3,3,1,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2
12918,1,87,12,2,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,1,1,1,1,1
12919,0,88,11,3,2,2,2,4,2,4,1,1,2,3,1,1,3,2,2,1,1,1,1,3,3,1,3,1,1
12920,1,88,11,2,4,4,1,4,4,2,1,1,3,2,1,3,4,1,4,,3,3,4,2,4,1,4,1,1
12921,0,88,11,3,3,3,3,3,3,4,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,2,2,2,3
12922,1,88,11,3,4,2,3,2,2,3,2,3,2,3,2,3,,,3,2,2,2,2,2,2,2,2,2,2
12923,0,87,12,3,3,3,2,2,3,3,2,2,4,2,2,3,2,3,4,2,2,4,3,4,3,2,2,2,3
12924,0,88,11,3,2,4,1,2,3,1,4,,1,1,4,1,2,3,3,4,4,2,3,4,4,1,1,2,4
12925,0,88,11,4,3,3,3,2,1,3,1,2,2,1,3,1,1,3,3,3,3,2,2,3,3,1,2,1,3
12926,0,87,12,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1
12927,1,88,11,3,2,1,1,,3,2,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1,2,,2
12928,1,87,12,2,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1
12929,0,87,12,3,3,4,2,2,2,3,2,2,3,2,2,2,2,3,3,2,2,2,3,2,2,2,2,2,2
12930,0,88,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12931,0,88,11,3,3,2,3,3,3,2,3,3,3,2,3,3,2,3,3,3,2,4,2,2,3,2,4,3,2
12932,1,87,12,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1
12933,1,88,11,4,2,2,3,4,3,4,3,1,1,1,3,1,,4,4,4,4,3,1,4,3,1,1,1,1
12934,0,88,11,4,4,3,3,2,3,2,2,3,3,3,2,2,2,3,2,2,2,2,3,3,3,2,3,3,3
12935,0,87,12,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12936,1,88,11,3,2,3,2,2,4,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2
12937,1,88,11,1,1,1,1,2,2,1,3,1,1,1,3,1,1,2,2,4,3,2,2,4,3,3,2,3,4
12938,1,88,11,3,4,2,4,2,3,2,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,1
12939,1,88,11,2,3,2,2,3,4,2,1,2,2,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1
12940,0,88,11,1,1,1,1,2,2,3,1,3,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
12941,1,88,11,3,3,3,3,2,2,3,2,3,3,2,2,3,2,3,2,2,2,2,3,3,3,3,2,2,2
12942,0,88,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
12943,1,89,10,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
12944,1,88,11,1,3,2,2,2,2,3,1,1,1,2,1,1,1,1,2,3,4,2,3,2,1,2,2,2,2
12945,0,89,10,3,3,4,3,2,3,3,1,4,4,2,1,3,2,2,2,2,3,4,2,4,3,3,3,3,3
12946,0,89,10,2,2,2,2,3,2,3,3,2,4,2,3,1,3,2,3,4,4,4,1,4,2,2,3,2,4
12947,1,89,10,4,1,1,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3
12948,1,89,10,3,2,2,3,3,3,3,3,4,3,2,3,4,4,1,4,3,4,3,4,3,4,4,3,1,3
12949,0,89,10,4,3,3,3,2,3,3,3,3,3,3,4,3,4,3,3,3,4,2,3,4,2,3,3,3,3
12950,1,89,10,4,1,1,2,2,3,1,2,3,1,1,1,2,2,3,3,3,3,4,4,4,4,1,1,1,2
12951,0,88,11,4,2,2,2,2,3,3,2,3,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,2
12953,1,89,10,1,2,3,2,2,2,2,3,2,3,2,3,1,2,1,2,1,1,2,2,1,2,1,2,1,1
12954,0,89,10,1,2,1,3,1,4,4,1,2,1,1,2,1,1,2,1,1,4,4,1,1,1,1,1,1,1
12955,0,89,10,4,2,3,2,1,3,4,2,1,2,1,3,3,1,4,2,2,3,2,1,4,1,1,1,1,2
12956,1,88,11,1,4,1,1,4,4,1,1,4,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1
12957,0,89,10,4,4,1,4,3,4,1,1,1,1,4,1,4,2,3,1,2,2,2,1,1,4,4,1,1,1
12958,1,88,11,3,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,1,3,2,2,3,2,2,2,2,2
12959,1,88,11,2,2,1,3,1,3,2,1,2,2,1,2,2,1,1,3,1,3,3,1,2,1,2,1,1,1
12960,1,89,10,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1
12961,1,89,10,3,3,2,3,2,2,4,1,3,2,2,1,1,1,1,4,1,1,1,4,4,1,1,1,2,1
12962,0,89,10,3,3,2,3,3,4,2,1,2,2,1,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1
12963,0,89,10,3,2,2,2,1,3,4,1,2,2,2,4,1,2,3,2,4,4,3,2,4,2,1,2,1,2
12964,0,89,10,2,4,2,3,2,4,3,1,2,4,2,2,2,1,2,4,2,2,3,3,2,2,1,2,1,1
12965,0,89,10,2,3,2,4,2,4,4,3,2,3,,2,2,3,2,4,1,2,,2,3,,1,4,3,2
12966,1,89,10,3,2,2,1,2,2,1,4,2,,1,3,2,3,1,1,2,1,2,2,1,2,1,2,1,1
12967,1,89,10,3,3,3,3,2,3,2,1,3,3,2,3,1,1,1,1,1,3,3,3,1,3,1,3,3,1
12968,1,88,11,4,1,3,3,1,4,4,1,3,4,1,4,4,1,4,1,4,3,4,3,4,3,2,4,2,1
12969,1,89,10,3,1,2,1,1,1,4,1,3,4,1,1,4,4,3,1,3,1,3,2,4,3,3,4,2,4
12970,0,88,11,3,2,3,4,4,4,2,2,1,1,1,1,4,1,,3,2,1,1,1,4,3,1,1,1,1
12971,0,89,10,4,3,4,4,4,4,4,1,4,4,3,3,2,3,4,4,3,3,4,4,3,4,3,3,3,2
12972,1,88,11,2,1,2,1,3,1,3,1,1,1,3,1,2,2,3,1,2,1,,1,4,2,1,2,2,3
12973,1,89,10,4,4,1,1,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,1
12974,1,88,11,4,4,4,4,4,3,3,3,3,3,4,3,3,3,2,1,4,3,2,1,4,3,2,1,4,3
12975,1,89,10,1,1,1,1,1,2,3,2,1,1,2,2,2,1,3, ,2,1,2,,4,1,1,1,1,1
12976,0,89,10,4,3,4,3,4,4,1,1,,,1,3,1,1,1,4,4,3,1,2,3,2,1,1,3,1
12977,0,89,10,1,4,2,4,3,4,4,4,4,4,4,4,1,4,1,4,4,1,4,4,1,1,4,4,3,1
12978,1,89,10,2,2,1,1,2,2,3,1,4,3,2,3,2,4,1,2,3,4,2,3,2,3,4,2,3,2
12979,1,89,10,3,2,4,3,2,2,4,2,3,,2,3,1,3,2,3,4,3,2,1,4,3,4,3,2,4
12980,1,88,11,3,2,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,2,3,3,2,2,2,2,2
12981,0,88,11,3,2,2,3,4,2,2,1,,3,4,3,4,2,4,2,2,2,2,3,3,2,2,1,1,3
12982,1,89,10,1,4,1,4,4,4,4,4,4,4,4,1,1,4,1,4,1,2,4,4,1,4,4,4,3,1
12983,0,89,10,3,2,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2
