問卷編號,"性別(男:0, 女:1)",出生年,年齡,"CIAS_1(CIAS編碼 1: 非常不同意, 2: 不同意, 3: 同意, 4: 非常同意)",CIAS_2,CIAS_3,CIAS_4,CIAS_5,CIAS_6,CIAS_7,CIAS_8,CIAS_9,CIAS_10,CIAS_11,CIAS_12,CIAS_13,CIAS_14,CIAS_15,CIAS_16,CIAS_17,CIAS_18,CIAS_19,CIAS_20,CIAS_21,CIAS_22,CIAS_23,CIAS_24,CIAS_25,CIAS_26
8859,0,83,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8860,1,83,16,3,3,1,2,2,3,1,1,1,3,3,1,2,1,1,3,1,2,3,2,1,2,1,1,1,1
8861,0,83,16,4,3,2,3,3,4,1,2,2,2,2,2,2,3,2,2,4,3,3,2,2,2,3,3,3,2
8862,0,83,16,1,3,2,4,2,1,1,1,2,1,1,1,1,1,2,2,1,1,3,1,2,1,1,1,1,1
8863,1,83,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8864,1,84,15,2,2,3,2,3,3,1,3,1,1,1,1,2,1,2,1,2,4,2,2,2,2,2,2,2,2
8865,1,84,15,2,3,1,1,3,3,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1
8866,0,84,15,3,3,2,2,4,1,1,2,1,1,1,1,3,2,1,1,1,1,3,2,2,1,3,1,4,2
8867,0,84,15,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2
8868,1,84,15,4,2,3,3,1,3,2,3,2,1,1,2,2,1,3,1,1,2,3,1,4,2,3,2,1,3
8869,1,83,16,2,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8870,1,83,16,3,2,2,3,1,3,2,1,2,2,2,1,2,1,3,2,1,2,2,2,3,2,1,,2,2
8871,0,84,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
8872,0,83,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1
8873,1,84,15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8874,1,84,15,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
8875,1,84,15,4,1,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,1,1
8876,1,84,15,3,2,2,1,1,2,1,1,3,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3
8877,0,86,13,2,1,1,1,1,1,1,3,1,1,1,1,4,1,4,1,1,1,1,1,3,1,1,1,1,1
8878,1,86,13,2,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1
8879,0,87,12,2,2,2,2,3,3,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1
8880,0,85,14,3,2,3,4,4,1,1,1,2,2,2,1,3,4,4,1,2,1,1,1,1,1,1,1,1,1
8881,1,86,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1
8882,1,86,13,2,3,3,2,4,4,3,1,1,3,1,1,1,3,2,4,1,1,4,1,4,4,2,3,3,1
8883,1,85,14,3,2,3,1,1,3,1,1,2,1,3,1,3,1,1,1,1,1,1,2,3,3,1,1,1,1
8884,0,86,13,2,2,2,3,3,3,3,1,2,2,1,3,2,1,3,2,3,3,2,2,3,3,1,2,2,1
8885,1,86,13,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1
8886,1,85,14,1,2,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8887,0,86,13,3,2,2,1,1,3,2,1,1,1,1,1,3,3,3,2,2,2,1,1,3,2,1,1,1,1
8888,1,86,13,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1
8889,1,85,14,1,2,1,2,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1
8890,0,85,14,4,1,1,1,2,1,1,1,1,1,2,2,1,1,4,1,1,1,1,1,4,1,1,1,1,1
8891,0,85,14,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
8892,1,86,13,3,3,3,3,3,3,1,3,3,3,2,1,2,1,2,2,2,2,3,1,3,2,2,2,3,2
8893,1,86,13,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1
8894,0,86,13,4,4,2,4,4,4,3,4,2,4,3,3,4,2,4,4,4,4,3,4,3,4,3,3,4,4
8895,0,86,13,2,1,1,3,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,1
8896,0,85,14,4,1,14,1,1,4,1,4,4,1,1,4,1,4,4,4,4,4,4,1,1,1,4,1,4,4
8898,0,85,14,4,4,3,4,4,3,1,1,1,4,2,1,1,1,1,4,2,1,1,2,1,1,1,2,1,1
8899,1,86,13,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,3,1,1,1,1
8900,1,86,13,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
8901,0,86,13,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
8902,1,85,14,3,3,3,,2,3,2,1,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,3,1,2
8903,1,86,13,3,2,3,2,2,3,2,1,3,2,2,1,1,1,2,2,1,1,2,2,3,2,2,2,1,2
8904,0,86,13,1,1,1,1,1,1,3,2,4,1,3,2,3,3,1,2,3,1,2,1,1,3,4,4,2,4
8905,1,85,14,1,1,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1
8906,1,86,13,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1
8907,0,85,14,4,4,1,1,4,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,4,1,1,1,4,1
8908,1,83,16,4,1,1,1,1,3,1,3,1,1,1,1,3,1,1,1,2,1,2,1,2,1,1,1,1,3
8909,0,84,15,3,1,3,2,3,4,4,1,1,1,2,1,2,2,3,3,2,4,4,3,3,2,2,2,1,2
8910,0,84,15,1,2,3,2,2,3,1,3,2,2,2,1,3,2,2,2,3,2,1,1,3,2,1,1,3,3
8911,0,84,15,4,4,3,4,4,4,1,4,3,4,3,1,1,4,3,4,2,4,4,4,1,1,4,4,3,3
8912,0,84,15,2,4,2,4,3,4,1,4,2,4,2,2,2,2,3,3,2,3,3,4,3,2,3,3,2,3
8913,0,84,15,3,3,3,3,3,3,3,1,1,3,3,1,3,1,2,3,3,1,3,3,3,2,2,3,3,2
8914,0,83,16,4,3,2,2,2,3,2,1,1,2,2,3,3,2,2,2,3,3,3,2,3,3,1,1,1,1
8915,0,84,15,1,3,1,2,3,2,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1
8916,1,84,15,4,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,4,1,1,3,1
8917,1,84,15,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,3,2,2,3,3,3,3,2,3,2,2
8918,0,83,16,3,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8919,0,84,15,1,2,3,3,2,4,2,1,3,2,1,1,3,1,2,2,1,1,2,4,2,2,1,2,3,1
8920,1,84,15,3,3,2,3,1,2,2,1,1,2,2,1,2,1,2,3,2,2,2,3,3,2,1,1,1,1
8921,0,84,15,3,2,3,2,3,3,3,3,2,3,2,2,3,3,3,2,3,2,3,3,2,3,3,3,2,2
8922,1,84,15,2,3,4,3,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,3,2
8923,1,84,15,4,4,4,3,4,4,3,2,4,3,3,2,3,4,3,4,4,3,4,4,3,4,2,4,3,1
8924,0,85,14,4,1,4,4,2,3,2,3,1,1,1,1,3,2,3,2,2,2,1,1,3,2,1,1,3,3
8925,0,83,16,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8926,1,83,16,2,2,2,3,2,3,3,1,1,1,2,1,2,2,1,2,1,1,1,3,1,2,1,1,1,1
8927,0,83,16,1,2,3,4,4,3,3,1,1,1,2,1,1,1,1,1,3,3,1,1,2,3,1,3,1,1
8928,0,83,16,2,3,3,2,3,4,1,1,2,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2
8929,0,83,16,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,3,2,3,2
8930,1,84,15,2,2,2,3,2,2,2,1,2,2,2,1,2,3,3,2,2,2,2,2,2,1,1,1,1,1
8931,1,84,15,2,1,1,4,2,2,2,1,1,1,4,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1
8932,1,84,15,4,3,2,3,2,4,4,4,2,2,2,2,4,1,2,2,3,2,3,2,2,4,3,2,2,4
8933,1,84,15,2,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,1,2,1,1
8934,1,84,15,2,3,3,3,3,4,3,1,3,2,3,2,3,2,1,2,3,4,3,3,4,4,2,3,2,2
8935,0,84,15,4,3,3,3,3,3,3,2,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3,2,3,3
8936,0,83,16,3,1,2,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8937,0,83,16,3,3,3,2,2,2,1,2,3,2,1,1,2,2,3,3,3,3,3,3,3,3,2,2,2,2
8938,0,83,16,3,2,3,2,3,3,2,1,2,1,1,1,1,2,3,1,2,2,1,1,2,3,1,2,1,2
8939,0,84,15,4,3,3,3,4,3,2,1,2,3,3,2,1,1,2,3,3,3,3,2,2,3,2,2,1,2
8940,1,84,15,2,1,2,2,2,3,1,1,1,1,2,1,3,1,2,3,1,2,1,1,2,2,1,1,1,3
8941,1,84,15,3,4,3,4,3,3,3,2,3,4,3,2,2,2,3,3,2,2,2,3,2,3,2,3,2,2
8942,0,84,15,3,2,3,3,3,3,3,1,2,2,2,3,2,3,3,2,3,3,2,2,3,3,2,2,3,2
8943,1,84,15,4,4,3,4,4,4,2,3,1,4,4,1,3,2,4,4,1,3,4,3,1,4,2,3,4,3
8944,0,84,15,3,2,3,4,3,4,3,1,2,2,2,2,3,2,3,2,2,2,3,2,3,4,2,2,2,1
8945,1,84,15,1,1,1,4,2,4,1,1,1,2,2,1,2,1,3,1,1,1,1,4,3,1,1,1,1,1
8946,1,83,16,4,4,4,1,4,4,3,1,4,4,4,1,1,2,3,3,1,3,3,3,2,4,1,2,3,3
8947,1,84,15,3,2,1,1,1,3,2,1,1,1,2,1,2,1,3,1,1,2,,2,3,1,1,1,1,1
8948,0,83,16,3,2,1,2,3,4,3,2,3,2,2,1,1,3,3,2,2,2,3,2,2,2,3,3,2,2
8949,1,83,16,3,2,1,2,1,3,2,1,1,2,1,1,1,1,2,3,1,2,1,3,1,1,1,1,3,1
8950,0,83,16,3,3,2,4,2,2,3,4,2,2,2,2,4,2,4,3,1,3,2,4,3,3,1,1,3,1
8951,0,83,16,4,4,4,4,4,4,2,3,4,4,3,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4
8952,0,84,15,1,1,2,1,1,3,2,1,1,1,1,2,1,1,2,3,1,4,2,3,1,1,1,1,3,1
8953,1,84,15,4,4,2,4,2,4,2,2,2,3,3,2,2,4,4,4,2,3,4,3,3,3,2,2,2,3
8954,1,84,15,1,3,3,2,3,4,2,1,3,1,2,1,1,1,2,1,1,1,2,2,3,2,2,2,3,2
8955,0,84,15,3,3,2,2,2,2,3,4,1,2,2,1,3,1,3,1,1,2,3,2,3,2,2,1,1,2
8956,1,83,16,3,1,1,3,2,4,1,1,1,1,3,1,1,1,3,4,1,4,4,1,1,1,1,1,1,1
8957,1,83,16,3,3,2,3,3,3,2,1,2,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2
8958,0,84,15,2,3,2,3,3,3,2,1,2,2,2,1,1,2,2,3,1,1,3,3,2,2,1,2,1,1
8959,1,83,16,3,3,3,3,2,3,2,2,2,3,2,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2
8960,0,83,16,4,4,3,4,4,4,1,3,3,4,4,1,1,4,1,4,2,3,4,4,2,4,3,4,3,1
8961,1,83,16,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,3,1,1,1,1,1
8962,1,84,15,1,1,2,1,2,3,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1
8963,0,84,15,3,3,3,3,3,3,3,1,3,4,3,2,1,3,3,3,2,4,2,3,2,1,3,2,4,3
8964,1,84,15,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,1,1
8965,1,83,16,3,4,3,3,3,4,2,2,2,2,2,2,1,3,2,4,3,2,4,4,3,4,1,3,2,2
8966,1,83,16,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8967,0,83,16,1,3,2,2,2,4,1,1,1,1,3,1,2,1,1,1,1,1,1,4,2,2,2,4,2,1
8968,0,84,15,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
8969,0,83,16,3,2,3,2,2,2,3,1,3,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,3,2
8970,1,84,15,3,4,3,1,4,3,1,1,3,4,3,2,1,2,3,4,3,1,4,4,2,3,3,2,1,2
8971,0,84,15,2,2,3,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1
8972,0,84,15,4,3,2,3,2,2,3,1,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,2,2,2
8973,1,84,15,3,3,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2
8974,0,84,15,4,4,4,4,4,4,4,4,4,3,4,2,4,4,3,3,4,4,4,1,4,3,4,3,3,4
8975,1,83,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1
8976,0,83,16,2,3,3,4,4,4,2,2,3,3,3,2,3,2,2,3,2,2,3,2,3,3,2,3,2,2
8977,1,84,15,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,3,1,1,1,1,1
8978,1,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8979,0,83,16,1,4,2,2,1,4,3,1,4,1,4,2,4,4,4,1,3,3,4,4,2,1,1,4,1,1
8980,1,84,15,3,3,2,4,3,3,2,1,1,1,2,1,1,2,3,2,2,2,3,2,2,2,1,1,1,1
8981,0,83,16,4,2,3,2,3,2,3,2,2,2,2,2,3,3,3,2,4,4,3,3,4,2,2,2,2,2
8982,1,83,16,1,2,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
8983,1,84,15,2,1,2,3,3,3,2,3,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3
8984,0,83,16,2,3,4,4,2,3,3,1,4,2,2,2,2,3,3,3,3,3,3,3,4,3,2,2,1,3
8985,1,83,16,2,2,2,1,2,2,3,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1
8986,0,83,16,3,1,4,1,4,4,4,4,4,1,1,1,4,4,4,1,1,1,1,1,4,1,4,1,1,4
8987,1,83,16,3,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4
8988,0,83,16,3,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8989,0,83,16,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
8990,1,83,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8991,0,83,16,4,3,3,2,4,3,1,1,3,1,2,2,2,3,2,3,2,4,4,1,2,4,1,1,1,1
8992,1,84,15,3,2,2,3,3,4,1,3,1,1,2,1,3,2,1,1,1,3,2,1,3,3,2,1,2,1
8993,1,84,15,3,2,2,3,2,3,2,1,2,1,2,2,3,2,2,2,2,3,3,3,2,3,2,2,1,1
8994,0,84,15,3,3,2,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,3,3,3,3,2,2,2,3
8995,1,83,16,4,4,3,3,3,4,2,2,2,3,3,2,3,2,2,3,2,2,2,4,3,2,2,2,2,3
8996,0,83,16,3,3,3,3,3,4,3,3,3,2,2,2,3,3,2,2,3,3,3,4,3,3,3,3,3,3
8997,1,84,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8998,0,83,16,3,3,2,3,2,3,2,2,2,2,3,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1
8999,1,84,15,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2
9000,1,84,15,3,1,2,3,2,3,3,2,3,2,3,2,2,2,2,3,3,2,2,2,3,3,2,3,2,2
9001,0,83,16,4,3,3,3,3,2,2,3,2,2,3,2,2,1,3,2,4,4,4,2,3,3,3,1,3,4
9002,1,83,16,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1
9003,1,84,15,2,2,3,2,2,3,2,1,2,2,2,2,2,1,2,1,2,2,3,2,2,3,2,2,1,2
9004,0,84,15,2,4,3,3,3,1,3,3,2,3,2,2,2,3,4,3,2,3,3,4,2,4,3,2,1,2
9005,0,83,16,4,2,2,2,3,4,3,3,3,2,3,2,3,2,3,2,3,2,2,2,4,4,4,3,3,3
9006,1,83,16,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9007,0,84,15,4,3,3,3,2,3,4,1,1,1,3,1,1,1,3,3,3,4,2,1,1,2,1,1,3,1
9008,0,84,15,2,1,1,1,1,3,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
9009,1,84,15,1,1,1,3,1,3,1,1,1,1,1,1,4,1,1,1,2,3,4,1,4,3,1,1,1,1
9010,1,84,15,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
9011,1,83,16,2,3,2,3,2,3,4,1,1,3,3,1,3,1,2,1,1,2,2,4,1,2,1,3,1,1
9012,1,84,15,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9013,0,83,16,3,3,2,2,3,3,2,2,2,2,2,2,3,2,3,2,2,3,3,3,3,3,2,2,2,3
9014,0,83,16,2,3,3,2,2,3,1,1,1,1,1,1,3,2,4,2,1,1,1,4,1,1,1,1,1,3
9015,1,84,15,1,3,2,2,3,2,2,2,2,3,3,2,3,2,3,3,2,2,3,4,3,2,2,2,2,1
9016,1,84,15,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
9017,0,84,15,3,4,3,3,3,4,2,1,2,3,3,2,2,1,2,3,2,2,3,3,2,3,2,1,3,1
9018,0,84,15,4,2,1,1,2,3,3,3,1,1,3,1,3,2,1,1,2,3,2,1,4,2,3,1,1,3
9019,1,84,15,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9020,1,84,15,1,3,2,1,3,4,3,1,2,1,1,1,1,1,1,2,1,2,2,3,2,1,1,3,1,1
9021,1,83,16,4,4,3,4,4,4,2,1,1,3,4,1,1,1,1,4,1,1,1,4,1,3,1,1,1,1
9022,1,83,16,2,3,3,3,1,4,2,1,1,2,2,2,3,2,3,3,2,2,3,4,1,2,1,2,1,2
9023,0,85,14,3,3,2,3,2,3,2,2,2,3,4,2,2,2,3,3,1,3,2,3,2,3,3,1,1,1
9024,0,84,15,3,1,2,1,1,2,2,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1
9025,1,83,16,3,4,3,2,4,4,1,1,1,1,4,1,1,2,3,2,1,1,2,4,1,1,1,1,1,2
9026,0,83,16,1,3,2,2,1,2,3,2,1,2,2,2,1,1,1,2,2,2,3,2,1,2,3,3,1,1
9027,0,84,15,3,3,2,2,3,3,3,1,1,3,2,3,2,2,2,3,2,2,2,3,1,3,1,1,1,1
9028,0,83,16,4,4,4,4,4,4,2,1,4,4,3,4,1,4,1,4,4,4,4,4,4,4,3,2,1,1
9029,1,84,15,4,4,2,4,4,4,4,1,1,3,3,1,1,1,1,4,3,1,3,4,3,2,1,1,1,1
9030,1,83,16,4,4,2,4,2,4,1,1,1,1,3,3,2,3,3,4,3,3,4,3,4,,,,4,4
9031,1,83,16,4,1,1,1,3,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9032,0,83,16,4,3,3,3,3,4,3,1,1,1,2,1,1,2,2,2,1,3,2,2,2,2,3,2,1,1
9033,0,86,13,3,3,3,3,2,2,3,2,3,3,3,3,2,2,3,3,2,2,3,2,3,2,2,2,1,2
9034,0,86,13,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
9035,0,86,13,1,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
9036,0,86,13,4,4,3,4,4,4,4,1,3,4,4,2,1,4,1,3,1,1,4,4,1,3,3,4,2,1
9037,0,86,13,2,4,4,4,4,,3,1,2,2,1,1,1,1,1,4,1,4,4,4,1,4,4,4,4,1
9038,0,86,13,3,3,2,4,3,1,2,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9039,0,86,13,2,3,3,4,4,4,2,2,3,3,3,2,3,2,3,4,3,2,3,3,2,3,2,3,2,2
9040,0,86,13,2,3,3,4,4,4,3,1,3,1,1,1,,3,3,1,2,2,3,1,1,1,1,3,1,1
9041,0,85,14,2,4,4,3,3,3,3,1,2,3,3,2,2,2,4,3,2,1,1,2,2,3,1,2,1,1
9042,1,86,13,2,1,2,1,2,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2
9043,1,85,14,3,3,4,4,3,4,2,1,2,2,2,1,1,1,3,3,2,3,4,4,2,3,1,2,1,1
9044,1,86,13,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
9045,1,85,14,1,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9046,1,86,13,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2
9047,0,85,14,3,3,2,2,2,2,3,1,2,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1
9048,0,86,13,3,3,2,2,2,3,3,2,3,3,2,2,3,2,2,2,3,3,3,2,2,3,2,3,3,2
9049,0,86,13,3,3,2,3,3,4,3,1,3,1,1,1,1,1,1,2,1,3,1,2,3,3,2,1,2,1
9050,0,85,14,1,4,4,4,4,4,2,1,3,2,4,2,4,4,2,4,2,1,3,2,3,4,1,4,4,4
9051,0,85,14,1,1,3,1,1,3,4,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,1,2,1,1
9052,0,86,13,1,1,1,1,1,4,4,1,1,1,1,1,1,1,3,1,1,4,4,1,1,1,1,1,1,1
9053,0,85,14,3,2,2,1,4,2,2,1,2,1,1,1,1,1,1,2,1,3,1,2,2,3,1,2,1,1
9054,1,85,14,3,1,3,1,1,3,2,1,2,1,1,1,1,2,1,1,1,2,3,2,3,3,2,2,1,1
9055,1,85,14,3,2,2,2,3,3,3,2,3,2,3,3,2,3,3,3,2,2,3,2,3,2,2,3,3,2
9056,1,86,13,1,3,4,4,4,4,4,4,4,4,3,3,4,2,2,3,2,2,4,3,1,4,3,4,2,2
9057,1,86,13,2,3,3,2,4,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1
9058,1,86,13,1,3,1,3,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1
9059,1,86,13,3,4,4,4,4,4,3,2,2,3,2,2,2,2,2,3,2,2,3,4,3,2,2,2,1,2
9060,1,85,14,3,2,3,1,3,4,2,1,1,1,2,1,3,2,2,1,1,1,2,2,3,1,1,1,1,2
9061,0,86,13,4,4,2,3,3,4,2,1,2,4,3,1,2,1,3,4,3,1,2,3,2,4,1,2,1,1
9062,0,85,14,1,4,4,4,4,4,1,1,2,2,1,1,1,1,1,4,2,2,4,3,1,2,1,1,3,1
9063,0,86,13,4,1,3,3,2,4,3,1,2,1,3,2,2,1,3,2,2,3,3,2,2,4,1,1,1,2
9064,0,85,14,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
9065,0,85,14,3,2,2,2,3,4,2,3,2,1,2,1,2,3,3,4,3,1,2,3,3,3,1,1,2,2
9066,0,86,13,3,3,2,2,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,2,3,3,2,3,2,2
9067,0,85,14,3,3,2,3,3,3,3,1,3,3,3,2,2,3,2,2,3,3,3,3,1,1,1,3,1,1
9068,0,86,13,3,2,2,2,2,3,2,3,2,2,3,2,2,2,3,2,1,2,1,2,3,2,2,1,2,2
9069,0,85,14,1,3,3,3,3,4,3,1,1,3,2,2,1,1,1,3,3,3,3,1,2,3,3,2,3,3
9070,1,86,13,3,2,2,2,3,3,3,3,2,2,2,2,2,1,3,2,2,3,3,2,3,3,3,2,3,3
9071,1,85,14,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1
9072,1,86,13,1,2,3,3,2,4,3,1,,,1,4,1,1,1,2,1,4,4,1,4,4,1,4,1,1
9073,1,86,13,4,1,4,2,1,3,2,1,2,1,2,1,3,1,4,3,1,3,1,2,4,3,1,1,1,2
9074,1,86,13,3,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,1,1,4,1,1,1,2,1
9075,1,85,14,3,1,2,2,1,2,2,1,1,1,1,1,3,2,2,2,2,1,1,1,4,1,1,1,1,1
9076,1,85,14,4,3,3,3,2,1,4,1,4,3,2,2,1,1,4,4,1,2,2,3,1,2,1,3,1,1
9077,0,85,14,4,2,4,4,2,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,3,2,1,1,1,1
9078,0,86,13,4,2,2,2,3,3,2,1,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,3,2
9079,0,86,13,3,3,2,3,,4,3,2,3,3,3,3,3,2,2,3,3,2,3,2,3,3,2,3,3,3
9080,0,86,13,4,2,4,1,2,1,2,1,1,1,1,4,1,4,3,1,1,4,1,4,4,3,1,1,1,1
9081,0,86,13,3,2,3,2,2,3,4,1,3,1,1,1,2,1,1,1,1,1,2,3,4,2,1,1,1,1
9082,0,86,13,3,2,3,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,3,1,1,1,3,1
9083,0,86,13,2,2,3,3,3,2,3,3,3,3,2,2,3,2,1,1,1,3,3,3,4,4,3,3,3,3
9084,0,86,13,3,3,3,3,3,3,2,1,2,2,1,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1
